TABLE S4: 3D7 vs HB3 Competitive Genomic Hybridization Data
Bozdech & Llinas et al.

This table contains all of the intensity data from competitive genomic hybridizations of genomic  
DNA derived from the 3D7 and HB3 strains of P. falciparum. The averaged intensities from three
microarray hybridization experiments are listed.  A %3D7 intensity in the HB3 channel 
of '-1' indicates that signal in these spots for one or both of the strains was below background.
Strains used in this study were obtained from the Malaria Resource Center (MR4).

Column 1: Oligonucleotide ID
Column 2: PlasmoDB ID
Column 3: PlasmoDB Manual annotation 
Column 4: Averaged normalized intensity for strain 3D7
Column 5: Averaged normalized intensity for strain HB3
Column 6: % of 3D7 intensity in the HB3 channel

Oligonucleotide ID	PlasmoDB ID	Manual annotation	3D7 averaged normalized intensity	HB3 averaged normalized intensity	%3D7 intensity
N137_14	PF14_0662	hypothetical protein	934.62	904.5	0.97
N137_15	PF14_0663	hypothetical protein	633.62	579.16	0.91
N137_17	PF14_0664	biotin carboxylase subunit of  acetyl CoA carboxylase, putative	683.95	664.5	0.97
N137_2	PF14_0655	RNA helicase-1, putative	1031.62	861.83	0.84
N137_20	NULL		958.62	921.16	0.96
N137_21	PF14_0666	hypothetical protein	393.28	435.5	1.11
N137_22	NULL		462.28	461.5	1
N137_23	PF14_0666	hypothetical protein	536.62	566.83	1.06
N137_25	PF14_0667	hypothetical protein	1133.28	997.16	0.88
N137_29	PF14_0667	hypothetical protein	855.62	783.5	0.92
N137_30	PF14_0668	hypothetical protein	870.62	790.16	0.91
N137_31	PF14_0669	hypothetical protein	549.95	558.16	1.01
N137_35	PF14_0671	hypothetical protein	1227.28	1285.5	1.05
N137_38	NULL		821.62	869.16	1.06
N137_39	NULL		559.28	593.16	1.06
N137_4	PF14_0656	U2 snRNP auxiliary factor, putative	361.62	414.83	1.15
N137_43	PF14_0673	hypothetical protein	657.62	653.16	0.99
N137_44	PF14_0674	hypothetical protein	431.95	480.83	1.11
N137_45	PF14_0675	reticulocyte binding protein 2 homolog B, putative	788.62	824.5	1.05
N137_5	PF14_0657	hypothetical protein	629.95	644.16	1.02
N137_50	PF14_0676	20S proteasome beta 4 subunit, putative	731.28	672.83	0.92
N137_52	NULL		697.95	607.83	0.87
N137_53	NULL		526.28	529.5	1.01
N137_7	PF14_0658	translation initiation factor EF-1, putative	778.95	699.83	0.9
N137_9	PF14_0659	hypothetical protein	1242.62	950.5	0.76
N138_10	PF14_0277	coatamer protein, beta subunit, putative	969.28	836.16	0.86
N138_101	PF14_0313	hypothetical protein	870.28	781.83	0.9
N138_102	PF14_0314	chromatin assembly factor 1 p55 subunit, putative	950.95	792.16	0.83
N138_104	PF14_0314	chromatin assembly factor 1 p55 subunit, putative	647.28	583.5	0.9
N138_105	PF14_0315	hypothetical protein	410.62	373.83	0.91
N138_12	PF14_0278	ATP-dependent DNA helicase, putative	788.62	785.5	1
N138_13	PF14_0279	hypothetical protein	658.28	620.16	0.94
N138_15	PF14_0280	phosphotyrosyl phosphatase activator, putative	854.62	733.16	0.86
N138_17	PF14_0280	phosphotyrosyl phosphatase activator, putative	912.62	937.83	1.03
N138_2	NULL		628.62	537.16	0.85
N138_21	NULL		513.95	550.5	1.07
N138_24	NULL		1083.62	974.5	0.9
N138_26	PF14_0282	hypothetical protein, conserved	955.28	1050.16	1.1
N138_27	PF14_0283	hypothetical protein	583.62	613.83	1.05
N138_29	PF14_0284	hypothetical protein	969.62	760.5	0.78
N138_3	PF14_0274	hypothetical protein, conserved	938.95	932.16	0.99
N138_30	PF14_0285	exodeoxyribonuclease III, putative	519.95	519.16	1
N138_31	PF14_0286	glutamate dehydrogenase, putative	523.28	479.16	0.92
N138_34	PF14_0288	cytochrome c oxidase subunit II precursor, putative	914.95	881.83	0.96
N138_35	PF14_0289	ribosomal protein L17, putative	392.28	415.83	1.06
N138_36	PF14_0290	hypothetical protein	517.95	529.5	1.02
N138_38	PF14_0291	hypothetical protein	905.62	881.5	0.97
N138_39	PF14_0292	hypothetical protein, conserved	444.95	427.16	0.96
N138_40	PF14_0293	hypothetical protein	454.62	464.83	1.02
N138_43	PF14_0294	mitogen-activated protein kinase 1	764.95	832.83	1.09
N138_44	NULL		712.28	798.16	1.12
N138_45	PF14_0295	ATP-specific succinyl-CoA synthetase beta subunit, putative	840.62	651.83	0.78
N138_48	PF14_0296	ribosomal protein L14, putative	497.62	416.83	0.84
N138_51	NULL		674.62	648.83	0.96
N138_52	PF14_0297	ecto-nucleoside triphosphate diphosphohydrolase 1, putative	497.62	476.83	0.96
N138_57	PF14_0298	hypothetical protein	1226.95	1256.16	1.02
N138_60	PF14_0299	hypothetical protein	945.95	784.83	0.83
N138_61	PF14_0300	syntaxin, putative	617.62	669.5	1.08
N138_62	NULL		992.28	887.5	0.89
N138_64	PF14_0301	hypothetical protein	426.62	466.5	1.09
N138_66	PF14_0302	hypothetical protein	1146.28	1035.5	0.9
N138_70	PF14_0304	hypothetical protein	1320.62	1218.16	0.92
N138_73	PF14_0303	hypothetical protein	624.28	663.5	1.06
N138_78	NULL		1457.62	1323.16	0.91
N138_79	PF14_0305	hypothetical protein	875.95	828.16	0.95
N138_81	PF14_0305	hypothetical protein	649.62	619.5	0.95
N138_82	PF14_0305	hypothetical protein	949.62	937.16	0.99
N138_84	NULL		498.62	462.83	0.93
N138_86	PF14_0306	hypothetical protein	1332.95	1170.16	0.88
N138_89	PF14_0307	hypothetical protein, conserved	582.62	478.83	0.82
N138_90	PF14_0308	hypothetical protein	919.62	870.83	0.95
N138_91	PF14_0309	protein-L-isoaspartate O-methyltransferase beta-aspartate methyltransferase, putative	447.62	441.83	0.99
N138_92	NULL		681.28	646.16	0.95
N138_93	NULL		1672.95	1501.83	0.9
N138_94	PF14_0310	hypothetical protein	989.62	933.5	0.94
N138_95	PF14_0311	hypothetical protein	665.95	631.16	0.95
N138_97	PF14_0312	hypothetical protein	689.62	701.83	1.02
N138_99	NULL		735.62	684.83	0.93
N139_11	PF14_0756	hypothetical protein	635.95	650.83	1.02
N139_12	PF14_0755	hypothetical protein	780.62	791.16	1.01
N139_13	PF14_0754	hypothetical protein	618.95	601.16	0.97
N139_17	PF14_0752	hypothetical protein	300.28	361.16	1.2
N139_2	PF14_0760	hypothetical protein	876.62	792.5	0.9
N139_20	PF14_0751	fatty acyl coenzyme A synthetase-1, putative	463.95	547.5	1.18
N139_21	PF14_0751	fatty acyl coenzyme A synthetase-1, putative	664.95	563.5	0.85
N139_22	PF14_0751	fatty acyl coenzyme A synthetase-1, putative	731.28	696.5	0.95
N139_23	PF14_0749	acyl CoA binding protein	945.28	836.83	0.89
N139_24	NULL		784.28	720.16	0.92
N139_29	PF14_0747	hypothetical protein	687.28	26.5	0.04
N139_31	PF14_0746	hypothetical protein	514.28	541.16	1.05
N139_4	PF14_0758	hypothetical protein	672.62	700.16	1.04
N139_5	PF14_0757	hypothetical protein	551.28	482.83	0.88
N139_6	PF14_0757	hypothetical protein	417.28	476.83	1.14
N139_8	PF14_0756	hypothetical protein	947.28	909.83	0.96
N140_1	PF14_0494	hypothetical protein, conserved	853.95	628.5	0.74
N140_10	NULL		748.28	653.16	0.87
N140_12	PF14_0502	hypothetical protein	1168.62	1074.16	0.92
N140_14	PF14_0503	hypothetical protein	435.95	422.16	0.97
N140_2	PF14_0495	hypothetical protein	584.28	515.16	0.88
N140_21	PF14_0504	hypothetical protein	716.62	646.83	0.9
N140_22	PF14_0505	hypothetical protein	464.62	468.83	1.01
N140_25	PF14_0506	hypothetical protein	474.95	553.5	1.17
N140_3	PF14_0496	hyothetical protein	726.28	650.5	0.9
N140_30	NULL		550.95	541.16	0.98
N140_31	NULL		818.95	769.83	0.94
N140_35	PF14_0506	hypothetical protein	1197.62	1071.5	0.89
N140_4	PF14_0497	hypothetical protein	1029.62	808.83	0.79
N140_5	PF14_0498	hypothetical protein	1099.95	954.16	0.87
N140_6	PF14_0499	hypothetical protein	740.28	667.5	0.9
N140_9	PF14_0501	hypothetical protein	766.28	749.83	0.98
N141_1	NULL		1345.28	1124.16	0.84
N141_14	PF14_0224	PP1-like protein serine/threonine phosphatase	741.62	638.5	0.86
N141_2	NULL		1336.95	1174.83	0.88
N141_25	NULL		1085.62	1120.5	1.03
N141_27	PF14_0224	PP1-like protein serine/threonine phosphatase	525.95	569.5	1.08
N141_29	NULL		492.95	537.16	1.09
N141_3	PF14_0226	hypothetical protein	672.62	679.16	1.01
N141_30	NULL		1603.28	1564.16	0.98
N141_32	PF14_0223	cyclophilin, putative	926.28	767.16	0.83
N141_34	PF14_0222	hypothetical protein	197.62	224.5	1.14
N141_35	NULL		735.28	820.5	1.12
N141_36	PF14_0221	hypothetical protein, conserved	421.95	468.16	1.11
N141_38	PF14_0220	hypothetical protein	650.95	639.83	0.98
N141_39	PF14_0219	hypothetical protein	514.28	609.5	1.19
N141_40	PF14_0218	actin, putative	554.62	506.83	0.91
N141_41	PF14_0217	hypothetical protein	407.28	457.16	1.12
N141_43	PF14_0216	hypothetical protein	523.28	492.5	0.94
N141_45	PF14_0215	hypothetical protein	703.95	660.83	0.94
N141_47	PF14_0214	hypothetical protein	678.95	629.16	0.93
N141_48	PF14_0213	hypothetical protein	1020.62	1024.16	1
N141_5	PF14_0225	hypothetical protein	1356.62	1237.16	0.91
N141_50	PF14_0213	hypothetical protein	737.28	665.83	0.9
N141_51	PF14_0212	hypothetical protein	468.95	495.83	1.06
N141_52	PF14_0211	hypothetical protein	1405.95	1145.5	0.81
N141_53	PF14_0210	hypothetical protein	571.95	630.5	1.1
N141_55	PF14_0209	hypothetical protein	658.62	714.16	1.08
N141_57	PF14_0208	hypothetical protein, conserved	704.95	754.5	1.07
N141_60	PF14_0207	RNA polymerase subunit, putative	1213.62	1167.83	0.96
N141_8	PF14_0224	PP1-like protein serine/threonine phosphatase	857.28	784.83	0.92
N142_1	PF14_0705	hypothetical protein	752.95	768.5	1.02
N142_2	PF14_0706	hypothetical protein	383.62	281.83	0.73
N142_4	PF14_0707	hypothetical protein	632.95	642.83	1.02
N142_5	PF14_0708	hypothetical protein	884.95	837.16	0.95
N143_10	PF14_0201	hypothetical protein	299.28	258.83	0.86
N143_12	PF14_0200	hypothetical protein	777.95	704.83	0.91
N143_14	PF14_0199	hypothetical protein	307.62	315.16	1.02
N143_15	PF14_0199	hypothetical protein	939.62	766.5	0.82
N143_16	PF14_0198	glycine -- tRNA ligase, putative	521.95	443.83	0.85
N143_18	PF14_0197	hypothetical protein	342.95	354.16	1.03
N143_19	PF14_0196	hypothetical protein	715.95	569.5	0.8
N143_2	PF14_0775	hypothetical protein	596.95	750.5	1.26
N143_20	PF14_0195	hypothetical protein	591.95	430.16	0.73
N143_21	PF14_0194	spliceosome-associated protein, putative	777.28	810.83	1.04
N143_25	PF14_0193	hypothetical protein	969.95	881.16	0.91
N143_29	PF14_0192	glutathione reductase	738.28	567.5	0.77
N143_3	NULL		353.95	411.5	1.16
N143_30	PF14_0191	hypothetical protein	1034.28	936.83	0.91
N143_32	PF14_0190	hypothetical protein	612.95	551.83	0.9
N143_35	PF14_0190	hypothetical protein	1148.95	912.5	0.79
N143_36	PF14_0189	hypothetical protein	539.62	561.83	1.04
N143_38	NULL		1304.95	1261.5	0.97
N143_39	PF14_0188	hypothetical protein	545.28	576.83	1.06
N143_41	PF14_0187	glutathione s-transferase, putative	665.28	701.83	1.05
N143_44	PF14_0186	hypothetical protein	561.95	614.83	1.09
N143_45	PF14_0185	ATP-dependent RNA helicase, putative	667.95	612.16	0.92
N143_48	PF14_0184	hypothetical protein	400.95	435.5	1.09
N143_5	NULL		847.62	689.16	0.81
N143_53	PF14_0183	RNA helicase, putative	610.28	577.16	0.95
N143_54	PF14_0183	RNA helicase, putative	735.95	667.83	0.91
N143_55	PF14_0181	calmodulin, putative	475.28	449.5	0.95
N143_56	NULL		1108.95	1024.16	0.92
N143_57	PF14_0180	hypothetical protein	835.95	743.83	0.89
N143_58	PF14_0179	hypothetical protein	422.62	413.83	0.98
N143_59	NULL		378.28	324.83	0.86
N143_61	PF14_0178	hypothetical protein	748.95	616.5	0.82
N143_64	NULL		995.62	1086.83	1.09
N143_66	PF14_0177	DNA replication licensing factor MCM2	524.62	446.16	0.85
N143_7	PF14_0774	mannose-1-phosphate guanyltransferase, putative	869.95	710.16	0.82
N143_71	PF14_0176	hypothetical protein	1015.28	914.16	0.9
N143_76	PF14_0175	hypothetical protein	674.95	688.5	1.02
N143_9	PF14_0202	dynein-associated protein, putative	937.62	846.16	0.9
N145_1	NULL		526.95	431.16	0.82
N145_12	PF14_0020	choline kinase, putative	775.62	772.5	1
N145_14	PF14_0019	hypothetical protein	468.95	499.83	1.07
N145_20	PF14_0018	hypothetical protein	945.62	802.16	0.85
N145_22	PF14_0017	lysophospholipase, putative	500.62	453.16	0.91
N145_23	PF14_0016	hypothetical protein	429.28	381.5	0.89
N145_28	PF14_0015	aminopeptidase, putative	559.95	606.83	1.08
N145_33	PF14_0014	hypothetical protein	518.95	489.83	0.94
N145_36	PF14_0013	hypothetical protein	496.28	473.83	0.95
N145_38	NULL		501.62	459.5	0.92
N145_40	PF14_0010	glycophorin binding protein-related antigen	2575.62	2500.5	0.97
N145_43	PF14_0008	rifin	670.95	128.5	0.19
N145_44	NULL		917.62	288.16	0.31
N145_45	PF14_0007	stevor, putative	1001.28	560.83	0.56
N145_50	PF14_0005	rifin	451.28	27.5	0.06
N145_57	PF14_0002	rifin	709.95	87.5	0.12
N145_59	NULL		13850.62	7116.5	0.51
N145_61	PF14_0001	erythrocyte membrane protein 1 (PfEMP1), truncated, pseudogene	312.62	33.5	0.11
N145_62	NULL		742.28	196.16	0.26
N145_9	PF14_0021	hypothetical protein	754.28	749.16	0.99
N146_2	PF13_0235	hypothetical protein	473.28	410.83	0.87
N147_10	PF14_0712	hypothetical protein	612.95	574.5	0.94
N147_12	PF14_0712	hypothetical protein	604.95	541.16	0.89
N147_13	PF14_0712	hypothetical protein	1168.28	941.5	0.81
N147_14	PF14_0712	hypothetical protein	451.28	514.83	1.14
N147_16	PF14_0712	hypothetical protein	824.95	803.16	0.97
N147_18	PF14_0713	hypothetical protein	524.28	485.16	0.93
N147_2	PF14_0709	ribosomal protein L20, putative	689.28	726.5	1.05
N147_21	PF14_0714	hypothetical protein, conserved	485.95	482.16	0.99
N147_24	PF14_0715	hypothetical protein	649.95	674.5	1.04
N147_25	PF14_0716	Proteosome subunit alpha type 1, putative	788.62	647.83	0.82
N147_3	PF14_0710	hypothetical protein	517.62	528.16	1.02
N147_4	NULL		614.95	665.5	1.08
N147_6	PF14_0711	hypothetical protein, conserved	486.62	459.83	0.94
N148_1	PF14_0724	hypothetical protein	826.95	728.16	0.88
N148_11	PF14_0718	hypothetical protein, conserved	931.95	965.83	1.04
N148_12	PF14_0717	hypothetical protein	357.28	316.5	0.89
N148_2	PF14_0723	hypothetical protein	462.95	343.83	0.74
N148_5	PF14_0722	hypothetical protein	1149.62	787.83	0.69
N148_6	PF14_0722	hypothetical protein	765.95	758.83	0.99
N148_7	PF14_0721	cytochrome c oxidase assembly protein, putative	589.28	573.16	0.97
N148_9	PF14_0720	hypothetical protein	615.62	617.16	1
N149_1	PF14_0480	hypothetical protein	1007.62	901.16	0.89
N149_10	PF14_0485	hypothetical protein	551.28	475.5	0.86
N149_11	PF14_0486	elongation factor 2	421.28	350.5	0.83
N149_12	PF14_0487	hypothetical protein	373.28	376.16	1.01
N149_13	PF14_0488	hypothetical protein	773.95	747.5	0.97
N149_15	NULL		450.95	388.5	0.86
N149_17	PF14_0489	hypothetical protein	669.62	709.16	1.06
N149_18	PF14_0490	hypothetical protein	427.95	544.5	1.27
N149_19	PF14_0491	hypothetical protein	769.62	654.83	0.85
N149_2	PF14_0480	hypothetical protein	451.28	418.16	0.93
N149_22	PF14_0492	protein phosphatase 2b regulatory subunit, putative	623.62	551.16	0.88
N149_3	NULL		504.95	457.5	0.91
N149_30	PF14_0493	sortilin, putative	480.28	526.16	1.1
N149_4	PF14_0481	hypothetical protein, conserved	517.62	370.5	0.72
N149_7	NULL		1597.95	1603.5	1
N149_9	PF14_0484	acetyl-CoA acetyltransferase, putative	569.62	485.5	0.85
N150_10	PF14_0117	hypothetical protein, conserved	1031.28	863.5	0.84
N150_11	PF14_0116	hypothetical protein	545.28	557.16	1.02
N150_13	PF14_0115	hypothetical protein	368.62	417.5	1.13
N150_15	PF14_0113	hypothetical protein	727.62	798.83	1.1
N150_16	PF14_0113	hypothetical protein	621.28	662.5	1.07
N150_19	PF14_0112	POM1, putative	430.62	464.5	1.08
N150_22	PF14_0111	hypothetical protein	601.28	545.5	0.91
N150_27	PF14_0110	hypothetical protein	806.62	773.5	0.96
N150_28	NULL		630.62	1100.5	1.75
N150_3	NULL		1542.95	1536.5	1
N150_32	NULL		1220.95	1199.16	0.98
N150_33	PF14_0108	hypothetical protein	857.28	785.16	0.92
N150_36	PF14_0108	hypothetical protein	612.62	577.16	0.94
N150_39	NULL		695.62	710.5	1.02
N150_44	PF14_0105	hypothetical protein	1024.62	897.16	0.88
N150_48	PF14_0104	eukaryotic translation initiation factor 2 gamma subunit, putative	544.62	578.83	1.06
N150_49	NULL		854.95	792.16	0.93
N150_50	PF14_0102	rhoptry-associated protein 1	608.28	527.83	0.87
N150_51	PF14_0101	hypothetical protein	469.95	409.16	0.87
N150_52	PF14_0101	hypothetical protein	1292.28	1053.16	0.81
N150_53	PF14_0100	cytidine triphosphate synthetase	452.28	388.16	0.86
N150_56	PF14_0099	hypothetical protein, conserved	658.62	704.16	1.07
N150_57	PF14_0098	hypothetical protein	480.95	442.83	0.92
N150_58	PF14_0097	cytidine diphosphate-diacylglycerol synthase	549.28	578.5	1.05
N150_6	PF14_0121	hypothetical protein	501.28	501.83	1
N150_60	PF14_0096	hypothetical protein	622.28	641.83	1.03
N150_62	PF14_0095	hypothetical protein	1204.28	987.83	0.82
N150_63	PF14_0094	hypothetical protein	824.62	657.5	0.8
N150_65	PF14_0093	hypothetical protein	938.62	964.16	1.03
N150_66	NULL		489.62	460.83	0.94
N150_68	PF14_0091	hypothetical protein	833.28	626.16	0.75
N150_7	PF14_0121	hypothetical protein	560.62	499.16	0.89
N150_71	PF14_0090	hypothetical protein	420.62	444.16	1.06
N150_72	PF14_0089	hypothetical protein	455.95	453.83	1
N150_75	PF14_0089	hypothetical protein	830.95	783.83	0.94
N150_76	PF14_0088	hypothetical protein	670.62	584.5	0.87
N150_78	PF14_0087	hypothetical protein	605.62	636.5	1.05
N150_79	PF14_0086	hypothetical protein	732.62	599.5	0.82
N150_8	PF14_0120	hypothetical protein	683.95	564.83	0.83
N150_80	PF14_0085	hypothetical protein	561.62	591.5	1.05
N150_82	PF14_0084	hypothetical protein	620.62	445.83	0.72
N150_83	PF14_0083	ribosomal protein S8e, putative	407.62	420.16	1.03
N150_84	PF14_0082	hypothetical protein	496.28	585.5	1.18
N150_87	PF14_0081	DNA repair helicase, putative	540.62	493.5	0.91
N150_88	PF14_0080	hypothetical protein	754.28	769.5	1.02
N150_89	PF14_0079	hypothetical protein	439.28	409.5	0.93
N150_9	PF14_0119	hypothetical protein, conserved	542.62	494.83	0.91
N150_91	PF14_0077	plasmepsin 2 precursor	833.95	785.5	0.94
N150_93	PF14_0076	plasmepsin 1 precursor	577.62	494.83	0.86
N151_10	PF14_0465	hypothetical protein	668.28	598.5	0.9
N151_11	PF14_0464	hypothetical protein	349.28	405.5	1.16
N151_14	PF14_0463	chloroquine resistance marker protein	883.28	796.16	0.9
N151_18	PF14_0462	SEL-1 protein, putative	513.95	500.16	0.97
N151_19	PF14_0461	hypothetical protein	1284.28	1290.5	1
N151_25	NULL		736.28	715.5	0.97
N151_26	NULL		465.62	485.16	1.04
N151_3	PF14_0467	hypothetical protein	617.95	660.16	1.07
N151_30	PF14_0458	hypothetical protein	859.62	827.83	0.96
N151_31	PF14_0457	hypothetical protein	829.28	828.16	1
N151_33	PF14_0456	hypothetical protein, conserved	740.95	585.83	0.79
N151_35	PF14_0455	multidrug resistance protein 2	738.28	717.5	0.97
N151_36	PF14_0454	hypothetical protein	989.62	849.83	0.86
N151_37	PF14_0453	hypothetical protein	650.28	524.83	0.81
N151_39	NULL		1196.95	1094.16	0.91
N151_4	NULL		1039.28	1027.16	0.99
N151_41	NULL		1185.95	1045.83	0.88
N151_44	PF14_0451	mitochondrial ribosomal protein S14 precursor, putative	534.95	545.83	1.02
N151_45	PF14_0450	hypothetical protein	631.28	692.83	1.1
N151_50	PF14_0448	ribosomal protein S2, putative	648.62	523.5	0.81
N151_52	PF14_0447	hypothetical protein	551.95	525.16	0.95
N151_55	PF14_0446	hypothetical protein	653.95	616.83	0.94
N151_58	PF14_0445	hypothetical protein	522.62	468.16	0.9
N151_60	PF14_0444	hypothetical protein	745.62	767.16	1.03
N151_61	PF14_0444	hypothetical protein	566.95	476.83	0.84
N151_64	PF14_0443	centrin, putative	714.28	752.16	1.05
N151_65	PF14_0442	hypothetical protein	535.95	579.5	1.08
N151_9	PF14_0466	hypothetical protein	309.28	276.83	0.9
N152_1	PF14_0127	N-myristoyltransferase	561.28	477.83	0.85
N152_12	PF14_0123	hypothetical protein	802.28	855.83	1.07
N152_13	PF14_0123	hypothetical protein	479.28	465.16	0.97
N152_17	PF14_0123	hypothetical protein	732.95	630.5	0.86
N152_18	NULL		772.62	770.16	1
N152_5	PF14_0126	hypothetical protein, conserved	372.28	325.5	0.87
N152_8	PF14_0125	deoxyhypusine synthase	648.28	676.5	1.04
N153_1	PF14_0531	hypothetical protein	756.28	753.16	1
N153_10	PF14_0536	hypothetical protein	763.62	705.16	0.92
N153_13	PF14_0537	hypothetical protein	753.62	816.16	1.08
N153_14	NULL		806.62	850.5	1.05
N153_15	PF14_0538	hypothetical protein	664.62	631.16	0.95
N153_16	PF14_0539	hypothetical protein	518.95	532.5	1.03
N153_2	NULL		577.95	645.16	1.12
N153_5	PF14_0532	hypothetical protein	620.28	666.16	1.07
N153_7	PF14_0533	hypothetical protein	451.28	477.16	1.06
N153_8	PF14_0534	hypothetical protein	420.28	443.5	1.06
N153_9	PF14_0535	hypothetical protein	731.95	751.83	1.03
N154_1	PF14_0204	hypothetical protein	341.28	339.5	0.99
N154_2	NULL		163.95	184.16	1.12
N154_3	PF14_0206	hypothetical protein	647.28	668.5	1.03
N155_1	NULL		697.95	703.16	1.01
N155_10	NULL		1891.62	3536.5	1.87
N155_11	PF14_0025	proteosome subunit, putative	679.28	590.83	0.87
N155_12	PF14_0026	hypothetical protein	736.62	713.16	0.97
N155_13	NULL		530.28	492.16	0.93
N155_14	PF14_0027	ribosomal S27a, putative	568.28	522.16	0.92
N155_15	PF14_0028	hypothetical protein, conserved	721.62	710.5	0.98
N155_16	PF14_0028	hypothetical protein, conserved	462.28	415.83	0.9
N155_19	PF14_0029	hypothetical protein	581.95	615.5	1.06
N155_21	PF14_0029	hypothetical protein	1044.62	1020.16	0.98
N155_23	PF14_0030	hypothetical protein	400.28	446.5	1.12
N155_24	NULL		843.28	843.83	1
N155_25	PF14_0031	hypothetical protein	907.28	784.5	0.86
N155_29	PF14_0031	hypothetical protein	432.95	493.5	1.14
N155_3	PF14_0022	exopolyphosphatase, putative	1021.62	943.5	0.92
N155_31	NULL		634.62	592.16	0.93
N155_32	PF14_0031	hypothetical protein	473.95	411.5	0.87
N155_34	PF14_0032	hypothetical protein	851.28	853.83	1
N155_35	PF14_0033	hypothetical protein	323.28	390.83	1.21
N155_36	NULL		502.28	565.5	1.13
N155_38	PF14_0035	hypothetical protein	900.62	851.16	0.95
N155_39	NULL		350.95	389.16	1.11
N155_42	PF14_0036	acid phosphatase, putative	593.62	600.5	1.01
N155_7	PF14_0023	hypothetical protein, conserved	587.28	524.5	0.89
N155_8	NULL		1113.28	1059.5	0.95
N156_3	PF13_0118	hypothetical protein	666.62	651.83	0.98
N156_5	MAL13P1.112	hypothetical protein	873.95	933.16	1.07
N156_6	PF13_0117	hypothetical protein, conserved	599.62	491.16	0.82
N157_1	PF14_0253	hypothetical protein	1140.62	1123.83	0.99
N157_10	PF14_0257	hypothetical protein, conserved	270.62	287.5	1.06
N157_11	PF14_0259	hypothetical protein	682.62	689.5	1.01
N157_12	PF14_0260	hypothetical protein	592.95	546.16	0.92
N157_13	PF14_0261	proliferation-associated protein 2g4, putative	564.62	556.16	0.99
N157_14	NULL		544.28	487.16	0.9
N157_17	NULL		527.95	538.16	1.02
N157_18	PF14_0263	hypothetical protein	693.28	716.16	1.03
N157_23	PF14_0263	hypothetical protein	726.95	606.5	0.83
N157_34	PF14_0264	hypothetical protein	623.95	582.5	0.93
N157_38	PF14_0266	hypothetical protein	591.95	643.83	1.09
N157_4	PF14_0254	DNA mismatch repair protein Msh2p, putative	610.95	552.83	0.9
N157_40	PF14_0267	transcription initiation TFIID-like, putative	522.95	514.16	0.98
N157_41	PF14_0268	hypothetical protein	1257.28	1138.83	0.91
N157_45	PF14_0269	hypothetical protein, conserved	692.62	716.83	1.03
N157_6	NULL		874.62	795.16	0.91
N157_7	PF14_0255	hypothetical protein	503.28	498.83	0.99
N158_1	NULL		826.28	899.5	1.09
N158_2	PF14_0654	hypothetical protein	465.28	481.5	1.03
N158_3	PF14_0654	hypothetical protein	630.62	599.83	0.95
N158_4	PF14_0653	hypothetical protein	999.95	1045.5	1.05
N158_6	PF14_0652	hypothetical protein	575.62	710.83	1.23
N158_7	PF14_0650	hypothetical protein	414.95	501.5	1.21
N159_1	PF14_0046	hypothetical protein	552.95	538.5	0.97
N159_10	PF14_0049	hypothetical protein	887.95	922.16	1.04
N159_12	PF14_0050	hypothetical protein	775.95	700.83	0.9
N159_13	PF14_0051	hypothetical protein, conserved	406.28	446.16	1.1
N159_14	PF14_0051	hypothetical protein, conserved	935.28	851.83	0.91
N159_19	PF14_0052	hypothetical protein, conserved	738.62	744.5	1.01
N159_2	NULL		509.28	487.16	0.96
N159_20	PF14_0053	ribonucleotide reductase small subunit	789.95	663.5	0.84
N159_23	PF14_0054	hypothetical protein, conserved	613.28	599.5	0.98
N159_24	PF14_0055	hypothetical protein, conserved	604.62	486.5	0.8
N159_25	PF14_0055	hypothetical protein, conserved	444.28	548.83	1.24
N159_30	PF14_0056	hypothetical protein	515.62	542.83	1.05
N159_31	PF14_0058	hypothetical protein	487.95	560.83	1.15
N159_32	PF14_0059	hypothetical protein	316.62	339.16	1.07
N159_33	PF14_0060	hypothetical protein	828.28	738.16	0.89
N159_34	PF14_0061	hypothetical protein	609.62	558.16	0.92
N159_35	PF14_0062	hypothetical protein	289.95	338.5	1.17
N159_36	PF14_0062	hypothetical protein	401.95	458.83	1.14
N159_38	PF14_0063	ATP-dependent Clp protease, putative	1073.62	1097.5	1.02
N159_39	PF14_0064	vacuolar protein sorting 29, putative	535.62	513.16	0.96
N159_4	PF14_0047	hypothetical protein	764.95	772.16	1.01
N159_40	PF14_0065	hypothetical protein	626.28	676.5	1.08
N159_42	PF14_0066	hypothetical protein, conserved	613.28	523.16	0.85
N159_45	PF14_0067	hypothetical protein	554.62	627.5	1.13
N159_46	PF14_0068	fibrillarin, putative	364.95	351.83	0.96
N159_47	NULL		325.95	368.5	1.13
N159_51	NULL		1131.28	974.83	0.86
N159_56	PF14_0070	hypothetical protein	780.28	677.83	0.87
N159_7	PF14_0048	hypothetical protein	681.62	637.16	0.93
N161_1	PF14_0703	hypothetical protein	659.95	654.83	0.99
N161_2	PF14_0704	hypothetical protein	827.28	696.83	0.84
N162_10	NULL		632.62	612.83	0.97
N162_3	PF13_0336	hypothetical protein	379.62	406.83	1.07
N163_1	PF14_0647	hypothetical protein	498.95	562.16	1.13
N163_10	PF14_0648	hypothetical protein	476.62	438.83	0.92
N163_15	PF14_0649	hypothetical protein	716.95	603.16	0.84
N163_7	NULL		201.88	176.53	0.87
